image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_142.jpg,Bacterial gill disease,train,6.42,33.1,4.17,32.23,0.113,48.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_146.jpg,Bacterial gill disease,train,6.46,33.33,3.02,32.26,0.079,59.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_147.jpg,Bacterial gill disease,train,6.02,31.77,2.78,33.41,0.037,45.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_148.jpg,Bacterial gill disease,train,5.94,27.41,2.15,29.12,0.145,23.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_149.jpg,Bacterial gill disease,train,8.05,36.77,3.05,27.57,0.272,29.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_154.jpg,Bacterial gill disease,train,7.15,29.44,3.67,29.99,0.136,55.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_155.jpg,Bacterial gill disease,train,6.61,28.93,1.59,28.58,0.227,44.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_157.jpg,Bacterial gill disease,train,5.4,29.86,3.85,26.52,0.062,31.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_159.jpg,Bacterial gill disease,train,6.29,31.42,2.4,27.27,0.18,32.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_160.jpg,Bacterial gill disease,val,5.21,29.54,3.46,33.01,0.104,40.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_161.jpg,Bacterial gill disease,train,6.16,36.11,3.42,27.91,0.165,47.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_163.jpg,Bacterial gill disease,train,5.12,28.56,4.24,30.66,0.103,39.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_165.jpg,Bacterial gill disease,train,5.63,29.1,1.78,29.89,0.135,54.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_168.jpg,Bacterial gill disease,train,5.92,25.81,3.13,27.4,0.088,41.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_169.jpg,Bacterial gill disease,train,6.38,29.62,3.45,24.46,0.033,49.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_17.jpg,Bacterial gill disease,train,5.82,32.47,2.87,29.03,0.003,42.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_173.jpg,Bacterial gill disease,train,6.0,31.53,2.41,23.94,0.118,54.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_174.jpg,Bacterial gill disease,train,4.76,28.77,3.61,28.14,0.398,25.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_175.jpg,Bacterial gill disease,train,5.5,32.05,2.51,28.39,0.118,39.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_179.jpg,Bacterial gill disease,train,6.04,30.04,3.1,26.41,0.738,33.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_191.jpg,Bacterial gill disease,train,5.86,31.67,3.16,28.73,0.373,56.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_192.jpg,Bacterial gill disease,train,5.21,33.95,3.58,27.19,0.094,39.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_193.jpg,Bacterial gill disease,train,5.52,30.01,4.19,29.52,0.12,42.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_194.jpg,Bacterial gill disease,val,5.9,33.45,2.1,34.44,0.113,53.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_197.jpg,Bacterial gill disease,val,6.01,27.42,2.78,29.97,0.029,41.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_198.jpg,Bacterial gill disease,train,6.58,30.09,3.08,22.42,0.122,50.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_199.jpg,Bacterial gill disease,train,5.83,29.03,3.19,27.14,0.033,49.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_20.jpg,Bacterial gill disease,train,5.97,31.8,4.52,28.56,0.191,54.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_206.jpg,Bacterial gill disease,train,5.44,27.31,2.61,32.77,0.759,51.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_207.jpg,Bacterial gill disease,val,7.01,27.17,3.04,29.21,0.138,46.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_210.jpg,Bacterial gill disease,train,6.06,32.34,1.44,27.35,0.601,60.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_212.jpg,Bacterial gill disease,train,6.34,29.0,1.67,26.43,0.395,55.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_213.jpg,Bacterial gill disease,train,6.94,32.78,3.54,29.52,0.126,43.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_219.jpg,Bacterial gill disease,train,5.76,35.04,2.94,33.3,0.052,30.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_220.jpg,Bacterial gill disease,val,5.25,31.55,4.01,24.62,0.165,36.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_221.jpg,Bacterial gill disease,train,4.55,35.64,3.38,26.61,0.033,28.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_226.jpg,Bacterial gill disease,train,6.68,32.16,2.26,28.69,0.326,60.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_227.jpg,Bacterial gill disease,train,6.5,31.15,3.51,33.0,0.018,31.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_23.jpg,Bacterial gill disease,train,5.89,29.07,3.5,32.92,0.125,56.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_230.jpg,Bacterial gill disease,train,6.05,32.34,3.54,26.88,0.045,32.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_231.jpg,Bacterial gill disease,train,7.41,32.43,2.74,25.55,0.011,51.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_232.jpg,Bacterial gill disease,train,4.37,29.17,5.26,28.2,0.075,52.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_234.jpg,Bacterial gill disease,train,6.29,26.28,4.81,33.16,0.045,59.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_235.jpg,Bacterial gill disease,train,5.2,31.89,3.35,30.02,0.053,59.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_236.jpg,Bacterial gill disease,train,6.92,35.1,5.72,23.51,0.102,30.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_24.jpg,Bacterial gill disease,train,6.15,35.81,2.58,21.24,0.204,40.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_241.jpg,Bacterial gill disease,train,4.86,31.07,1.54,26.72,0.633,45.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_242.jpg,Bacterial gill disease,train,5.94,28.84,3.18,28.07,0.238,49.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_243.jpg,Bacterial gill disease,train,4.51,29.43,1.33,30.53,0.054,60.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_246.jpg,Bacterial gill disease,train,8.39,30.8,0.6,26.08,0.137,51.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_247.jpg,Bacterial gill disease,train,4.99,32.96,2.66,26.73,0.114,47.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_248.jpg,Bacterial gill disease,val,5.9,35.0,3.84,31.45,0.152,30.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_249.jpg,Bacterial gill disease,train,5.61,33.39,3.61,27.11,0.014,53.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_250.jpg,Bacterial gill disease,train,6.08,26.96,3.44,31.73,0.205,40.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_251.jpg,Bacterial gill disease,train,6.04,31.98,2.61,28.73,0.287,46.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_252.jpg,Bacterial gill disease,train,6.53,34.66,3.56,31.85,0.262,42.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_253.jpg,Bacterial gill disease,train,5.53,31.8,2.41,25.47,0.599,52.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_255.jpg,Bacterial gill disease,train,6.41,32.43,0.5,21.85,0.24,43.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_26.jpg,Bacterial gill disease,train,5.92,30.24,5.67,25.21,0.139,41.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_27.jpg,Bacterial gill disease,train,5.97,33.15,3.26,32.56,0.036,41.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_3.jpg,Bacterial gill disease,val,5.44,34.55,3.11,28.89,0.101,55.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_30.jpg,Bacterial gill disease,train,6.56,32.49,2.73,27.47,0.122,45.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_34.jpg,Bacterial gill disease,train,6.91,33.22,3.15,28.97,0.405,55.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_36.jpg,Bacterial gill disease,train,5.99,33.87,2.58,34.24,0.147,29.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_38.jpg,Bacterial gill disease,train,5.95,26.27,2.84,23.84,0.128,46.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_39.jpg,Bacterial gill disease,val,5.72,31.77,2.32,24.48,0.302,62.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_40.jpg,Bacterial gill disease,train,5.95,31.01,4.06,33.09,0.01,46.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_43.jpg,Bacterial gill disease,val,6.07,33.23,3.2,30.48,0.4,61.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_45.jpg,Bacterial gill disease,val,5.19,24.42,3.51,27.62,0.299,37.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_46.jpg,Bacterial gill disease,train,6.09,33.48,3.75,30.11,0.204,40.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_47.jpg,Bacterial gill disease,train,5.94,26.41,2.85,31.18,0.054,41.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_48.jpg,Bacterial gill disease,train,5.67,27.14,3.07,26.06,0.703,35.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_49.jpg,Bacterial gill disease,train,6.09,31.77,4.65,26.63,1.029,35.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_5.jpg,Bacterial gill disease,train,7.09,29.8,3.88,37.4,0.14,37.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_51.jpg,Bacterial gill disease,train,6.87,24.93,1.29,26.02,0.546,41.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_53.jpg,Bacterial gill disease,train,6.54,23.48,3.66,28.97,0.083,34.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_54.jpg,Bacterial gill disease,train,6.17,29.43,3.6,16.58,0.075,39.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_55.jpg,Bacterial gill disease,train,5.95,32.99,1.71,28.18,0.004,50.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_56.jpg,Bacterial gill disease,train,7.21,29.8,3.46,20.78,0.191,33.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_58.jpg,Bacterial gill disease,train,5.9,30.99,4.14,22.51,0.196,50.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_6.jpg,Bacterial gill disease,train,6.27,31.02,1.94,33.42,0.37,41.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_60.jpg,Bacterial gill disease,train,5.42,34.59,2.92,33.81,0.215,44.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_62.jpg,Bacterial gill disease,train,5.75,32.75,3.22,21.83,0.076,15.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_65.jpg,Bacterial gill disease,val,6.45,33.69,3.37,28.84,0.506,34.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_67.jpg,Bacterial gill disease,train,5.6,34.56,3.13,24.45,0.125,41.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_72.jpg,Bacterial gill disease,train,6.43,32.9,2.97,27.76,0.097,49.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_73.jpg,Bacterial gill disease,val,5.43,33.32,3.09,25.91,0.109,44.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_77.jpg,Bacterial gill disease,train,4.9,29.5,2.43,27.73,0.147,48.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_78.jpg,Bacterial gill disease,train,6.8,33.43,2.58,28.81,0.282,46.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_81.jpg,Bacterial gill disease,val,5.71,32.27,2.86,22.06,0.036,42.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_82.jpg,Bacterial gill disease,train,6.82,27.18,2.36,28.51,0.086,37.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_85.jpg,Bacterial gill disease,val,5.69,28.56,3.76,22.77,0.937,29.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_88.jpg,Bacterial gill disease,train,5.72,32.83,3.04,26.14,0.078,60.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_89.jpg,Bacterial gill disease,train,6.12,29.98,4.0,23.49,0.016,56.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_aug_94.jpg,Bacterial gill disease,train,6.09,30.73,4.18,23.69,0.363,54.37
