image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-49-img-3.jpg,WSSV,train,5.87,27.52,3.17,21.53,0.616,42.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-5-img-1.jpg,WSSV,test,6.13,32.56,3.76,36.62,0.035,37.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-5-img-2.jpg,WSSV,train,5.95,34.7,2.97,25.74,0.13,40.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-5-img-3.jpg,WSSV,train,5.71,35.16,2.52,28.14,1.043,32.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-50-img-1.jpg,WSSV,train,6.67,32.2,2.36,31.29,0.375,35.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-50-img-2.jpg,WSSV,val,6.62,31.63,3.01,25.69,0.071,53.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-50-img-3.jpg,WSSV,train,6.78,29.01,2.44,22.23,0.005,40.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-51-img-1.jpg,WSSV,train,6.05,31.61,3.96,30.11,0.04,49.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-51-img-3.jpg,WSSV,val,5.79,31.32,2.82,24.03,0.367,30.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-52-img-1.jpg,WSSV,train,6.45,30.68,4.33,26.06,0.165,49.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-52-img-3.jpg,WSSV,train,6.43,32.02,3.49,28.33,0.013,44.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-53-img-2.jpg,WSSV,val,7.53,33.96,3.78,28.45,0.274,24.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-53-img-3.jpg,WSSV,test,7.37,31.53,2.81,34.37,0.166,45.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-54-img-1.jpg,WSSV,train,5.47,32.18,3.43,31.83,0.043,45.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-55-img-1.jpg,WSSV,train,6.43,27.59,3.76,30.08,0.965,49.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-55-img-2.jpg,WSSV,val,7.06,30.29,3.31,23.66,0.198,43.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-55-img-3.jpg,WSSV,train,5.6,30.41,2.87,25.86,0.244,47.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-56-img-1.jpg,WSSV,train,5.7,32.8,2.18,30.68,0.313,47.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-56-img-2.jpg,WSSV,train,6.71,28.04,3.0,32.12,0.028,52.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-56-img-3.jpg,WSSV,val,6.49,31.05,1.34,31.13,0.471,12.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-57-img-1.jpg,WSSV,test,5.61,31.7,3.43,21.24,0.169,35.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-57-img-2.jpg,WSSV,val,6.54,29.37,1.53,27.32,0.028,36.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-58-img-1.jpg,WSSV,train,5.79,32.22,1.64,19.8,0.148,52.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-58-img-2.jpg,WSSV,val,4.33,29.23,5.13,21.62,0.356,51.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-58-img-3.jpg,WSSV,train,5.85,32.89,1.67,30.64,0.013,36.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-59-img-2.jpg,WSSV,train,6.28,30.38,4.26,24.5,0.096,44.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-6-img-1.jpg,WSSV,train,5.3,30.84,3.39,28.34,0.079,52.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-6-img-2.jpg,WSSV,train,6.62,28.03,3.67,30.48,0.178,36.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-6-img-3.jpg,WSSV,train,5.82,34.38,2.68,24.77,0.005,45.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-60-img-1.jpg,WSSV,val,6.51,30.65,4.13,30.12,0.157,36.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-60-img-2.jpg,WSSV,val,5.93,29.6,3.58,17.5,0.245,70.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-61-img-1.jpg,WSSV,train,6.81,36.86,3.9,31.8,0.037,42.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-61-img-2.jpg,WSSV,train,6.26,29.28,2.12,27.7,0.131,28.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-61-img-3.jpg,WSSV,test,6.19,29.69,5.66,33.44,0.206,40.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-62-img-1.jpg,WSSV,train,5.8,27.65,3.55,25.27,0.036,54.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-62-img-2.jpg,WSSV,train,6.7,34.43,2.52,29.9,0.07,40.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-63-img-1.jpg,WSSV,test,6.4,29.07,4.49,28.91,0.024,51.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-63-img-2.jpg,WSSV,train,5.61,27.95,2.74,27.5,0.172,42.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-63-img-3.jpg,WSSV,train,5.52,32.68,3.68,26.43,0.117,34.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-64-img-1.jpg,WSSV,train,6.49,33.32,2.8,23.39,0.028,36.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-64-img-2.jpg,WSSV,val,6.28,29.7,4.26,31.31,0.202,46.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-64-img-3.jpg,WSSV,train,6.74,30.06,4.28,33.17,0.504,45.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-65-img-2.jpg,WSSV,test,5.56,32.47,4.33,29.79,0.318,39.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-66-img-1.jpg,WSSV,val,5.33,30.64,4.08,19.23,0.242,54.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-66-img-2.jpg,WSSV,test,6.38,31.01,4.18,31.93,0.108,31.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-67-img-1.jpg,WSSV,train,6.15,29.18,4.6,32.16,0.074,55.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-67-img-2.jpg,WSSV,test,5.86,31.6,4.2,31.16,0.058,54.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-68-img-1.jpg,WSSV,train,5.98,33.65,3.16,30.01,0.039,50.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-68-img-2.jpg,WSSV,train,6.02,29.36,3.01,24.24,0.382,56.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-68-img-3.jpg,WSSV,train,7.02,30.8,2.39,19.66,0.118,49.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-69-img-1.jpg,WSSV,train,4.75,31.97,1.42,23.21,0.081,53.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-69-img-2.jpg,WSSV,train,6.44,35.09,3.02,28.28,0.241,75.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-69-img-3.jpg,WSSV,train,6.48,30.71,3.65,25.37,0.01,44.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-7-img-1.jpg,WSSV,train,6.53,38.78,3.85,24.61,0.046,43.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-7-img-2.jpg,WSSV,test,5.28,32.83,2.18,32.19,0.135,49.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-7-img-3.jpg,WSSV,train,7.06,32.83,3.21,27.05,0.01,52.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-70-img-1.jpg,WSSV,train,6.18,25.74,4.83,28.62,0.017,48.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-70-img-3.jpg,WSSV,train,5.99,27.0,5.02,23.06,0.11,45.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-71-img-3.jpg,WSSV,train,5.34,27.91,4.2,30.92,0.859,50.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-72-img-1.jpg,WSSV,test,6.53,36.99,4.95,25.25,0.204,36.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-72-img-2.jpg,WSSV,train,6.68,30.57,2.55,31.31,1.168,55.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-73-img-1.jpg,WSSV,val,4.86,30.94,4.1,27.25,0.288,42.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-73-img-2.jpg,WSSV,train,6.27,27.96,2.3,30.84,0.012,45.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-73-img-3.jpg,WSSV,train,5.92,33.62,2.93,22.64,0.122,46.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-74-img-1.jpg,WSSV,train,6.24,30.95,3.43,23.28,0.737,42.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-74-img-2.jpg,WSSV,train,6.47,27.11,3.36,28.4,0.533,60.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-74-img-3.jpg,WSSV,train,7.11,28.52,6.8,28.34,0.078,34.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-75-img-1.jpg,WSSV,test,6.09,32.26,3.27,25.15,0.46,51.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-76-img-1.jpg,WSSV,train,5.93,27.52,4.56,27.54,0.077,41.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-76-img-3.jpg,WSSV,train,5.64,31.17,4.02,30.01,0.261,45.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-77-img-1.jpg,WSSV,train,6.54,28.32,1.16,26.08,0.244,70.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-77-img-2.jpg,WSSV,train,6.02,32.3,4.54,25.64,0.231,37.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-77-img-3.jpg,WSSV,train,5.11,30.36,3.14,30.76,0.056,38.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-78-img-1.jpg,WSSV,train,5.94,30.96,3.32,28.39,0.482,41.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-78-img-2.jpg,WSSV,train,6.18,31.98,3.56,21.67,0.467,45.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-79-img-1.jpg,WSSV,train,5.68,29.35,2.74,30.15,0.017,40.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-79-img-2.jpg,WSSV,train,6.73,33.27,3.3,27.5,0.277,42.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-79-img-3.jpg,WSSV,train,7.47,28.87,3.61,25.88,0.855,44.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-8-img-1.jpg,WSSV,train,5.05,31.34,5.53,27.26,0.102,33.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-8-img-2.jpg,WSSV,train,6.04,31.04,3.84,31.89,0.114,35.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-80-img-1.jpg,WSSV,test,5.77,29.96,2.4,30.2,0.122,63.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-80-img-2.jpg,WSSV,train,6.03,31.04,3.37,26.21,0.632,37.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-80-img-3.jpg,WSSV,train,5.82,30.08,2.48,24.33,0.159,62.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-81-img-1.jpg,WSSV,train,4.99,29.93,4.02,26.65,0.346,39.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-81-img-2.jpg,WSSV,train,5.89,31.37,3.82,37.53,0.114,53.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-82-img-1.jpg,WSSV,train,5.48,31.16,3.29,23.69,0.689,52.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-83-img-1.jpg,WSSV,train,5.86,31.73,2.79,25.94,0.174,33.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-84-img-1.jpg,WSSV,test,5.97,28.68,5.55,23.71,0.426,49.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-84-img-2.jpg,WSSV,train,5.82,35.52,3.6,23.78,0.274,42.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-84-img-3.jpg,WSSV,train,5.26,34.01,3.34,31.35,0.022,60.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-85-img-1.jpg,WSSV,test,5.91,33.43,3.19,25.6,0.572,29.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-85-img-2.jpg,WSSV,train,6.59,32.06,2.43,25.85,0.068,29.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-86-img-1.jpg,WSSV,test,5.8,29.97,2.61,21.49,0.106,65.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-86-img-2.jpg,WSSV,train,6.26,32.04,4.15,24.73,0.041,41.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-86-img-3.jpg,WSSV,test,5.58,27.66,3.78,33.16,0.266,70.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-87-img-1.jpg,WSSV,train,5.85,32.96,2.02,22.95,0.196,51.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-87-img-2.jpg,WSSV,val,5.45,35.05,3.53,23.13,0.414,58.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-88-img-1.jpg,WSSV,train,7.04,32.14,2.0,24.33,0.154,65.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-88-img-2.jpg,WSSV,val,6.44,30.48,2.95,31.43,0.486,50.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-89-img-1.jpg,WSSV,train,6.02,28.87,2.59,24.09,0.37,64.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-89-img-2.jpg,WSSV,test,5.24,29.36,2.99,21.96,0.677,42.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-9-img-1.jpg,WSSV,test,6.23,28.0,4.07,28.84,0.162,28.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-9-img-3.jpg,WSSV,train,5.68,29.65,3.0,29.02,1.785,56.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-90-img-1.jpg,WSSV,train,5.64,29.76,2.79,24.79,0.394,49.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-90-img-2.jpg,WSSV,val,5.92,28.37,3.54,21.19,0.334,39.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-91-img-1.jpg,WSSV,train,5.94,25.5,1.6,28.14,0.327,49.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-91-img-2.jpg,WSSV,train,6.31,29.65,3.92,21.47,0.157,35.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-91-img-3.jpg,WSSV,train,6.07,31.29,3.25,24.29,0.015,42.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-92-img-1.jpg,WSSV,train,5.9,34.41,2.96,26.04,0.102,60.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-92-img-3.jpg,WSSV,train,5.44,30.83,3.55,30.96,0.165,49.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-93-img-1.jpg,WSSV,val,6.11,32.52,2.75,25.65,0.282,38.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-93-img-3.jpg,WSSV,train,6.61,31.06,4.28,21.95,0.043,41.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-94-img-1.jpg,WSSV,train,5.32,29.25,3.33,28.41,0.005,46.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-94-img-2.jpg,WSSV,test,5.25,33.01,3.39,30.93,0.019,45.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-95-img-1.jpg,WSSV,train,5.61,28.03,2.88,30.14,0.175,45.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-95-img-3.jpg,WSSV,train,5.18,33.88,3.04,32.47,0.054,50.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-96-img-2.jpg,WSSV,val,5.7,29.23,3.72,26.47,0.717,25.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-96-img-3.jpg,WSSV,test,5.76,28.05,3.23,23.24,0.154,43.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-97-img-1.jpg,WSSV,train,4.66,29.07,1.78,25.26,0.01,38.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-97-img-3.jpg,WSSV,test,6.51,29.47,3.15,32.74,0.134,38.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-98-img-1.jpg,WSSV,train,5.85,32.89,0.91,22.6,0.681,62.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-98-img-2.jpg,WSSV,train,5.83,31.28,4.56,23.57,0.299,30.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-98-img-3.jpg,WSSV,train,6.75,28.41,3.04,27.85,0.095,51.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-99-img-1.jpg,WSSV,train,4.92,30.95,3.43,29.0,0.279,45.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-99-img-2.jpg,WSSV,train,5.27,30.07,4.45,27.32,0.148,61.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-99-img-3.jpg,WSSV,train,7.28,32.13,3.27,28.15,0.189,50.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-1-img-1.jpg,WSSV_BG,test,6.03,29.22,2.89,26.36,0.27,55.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-1-img-3.jpg,WSSV_BG,test,6.36,27.81,3.1,25.39,0.198,60.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-10-img-1.jpg,WSSV_BG,test,5.86,31.41,2.09,26.07,0.14,53.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-10-img-2.jpg,WSSV_BG,val,5.96,30.65,3.31,30.91,0.275,42.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-10-img-3.jpg,WSSV_BG,val,5.76,32.26,2.71,23.04,0.191,29.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-11-img-1.jpg,WSSV_BG,train,6.55,29.46,2.51,25.55,0.175,41.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-11-img-2.jpg,WSSV_BG,train,6.43,34.23,2.6,33.26,0.802,47.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-11-img-3.jpg,WSSV_BG,train,6.0,37.25,2.36,26.59,0.275,51.47
